# M_star [M_sun], T_star [K], M_disk [M_sun], alpha, R [au], T_disk [K], Sigma_gas [g/cm^2], eps, afrag [cm], OmegaK [1/s], tgr [s]
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,3.763763696389783777e-05,4.235612222724838283e-01,7.778878454426169355e+02,1.280262923240615578e+02,2.772619600389364999e-03,1.776202890167322934e+01,6.851957559892282605e-07,5.263747481109971404e+08
2.999999999999999889e-02,2.666000000000000000e+03,1.500000000000000031e-03,4.313108343400141181e-03,4.643633484630820818e-01,2.071757152921108798e+02,3.945577388384732043e+00,7.013733843457319039e-02,1.583953153958895035e-02,1.089786503429980513e-07,1.308305881198748946e+08
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,1.511144034036363427e-03,5.610914789360549326e-01,5.799987814858678803e+02,6.714414084091306734e+01,7.905865270263507522e-04,2.748134976220344972e-01,3.669381053377606713e-07,3.447130911413112640e+09
8.000000000000000167e-02,2.836000000000000000e+03,4.000000000000000083e-03,1.793364007720575463e-03,9.728272997804175981e-01,2.004451687852602504e+02,5.591353297667024158e+00,3.086565126986763000e-03,5.582947772093786731e-02,5.868931874461503618e-08,5.520335673992301941e+09
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,2.567866554378597094e-03,6.588435883361285939e+00,1.972352952929591083e+02,1.176701901053801969e+01,3.901824071007280875e-02,8.336277369239603052e-02,1.116903026738153083e-08,2.294652092134293079e+09
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,1.185680906401014728e-03,4.937319523040701874e+00,1.121794592785751803e+02,2.546576132784248880e+00,3.963924419072632245e-03,6.902050248924587739e-02,7.028723799696544732e-09,3.589204117055666351e+10
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,9.824415961602413552e-03,2.364970936424991521e+01,5.941923549346093836e+01,7.300009701885198377e-01,5.750604852772153545e-03,4.486579084861651648e-03,7.741836314559532155e-10,2.246169308070958252e+11
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,1.014628075022060778e-04,1.379787137982991574e+00,4.662797478718928801e+02,5.694576899504613010e+01,1.805570967866924892e-01,4.503169267968221590e+00,1.288385721584814152e-07,4.298723720308902860e+07
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,1.327035453662634269e-04,1.155794777261666795e+01,1.611067823508435879e+02,8.472020548228407222e+00,1.971835588396813384e-03,1.927791113060564721e+00,5.314261854777757561e-09,9.543031323525389099e+10
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,4.619404710620745864e-04,4.922096354496863224e-01,6.192540562908266111e+02,7.508644697774076349e+01,7.872684376162761549e-04,9.425190374262630844e-01,4.465994227550818131e-07,2.844192599819093704e+09
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,2.510525704383929652e-03,1.287067364913804113e+01,6.440235555119295441e+01,9.008314114668736217e-01,1.071995601204743936e-01,2.005248649429906826e-02,1.554667276840413096e-09,6.000252675044759750e+09
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,2.001947147725809031e-03,5.829940009341542106e-01,6.018630739303461041e+02,7.581478228333477887e+01,5.396273987310340470e-02,2.257058898519007928e-01,3.742144816599868068e-07,4.952054522429137677e+07
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,6.694006318101326488e-04,1.104544031631744083e+01,1.587506667552199247e+02,8.048648189993736324e+00,4.780197656216150347e-04,2.738290641264232717e-01,5.423668647692463598e-09,3.857100868410000000e+11
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,1.292123874351599642e-03,6.146755833540443748e-01,5.861472904188622124e+02,7.246434725112719377e+01,9.548948169403118080e-03,3.432363985730847444e-01,3.456589257144889183e-07,3.029679498447850943e+08
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,8.533682774746599944e-05,5.004401376070256591e-01,8.019365218102691415e+02,1.480627655940192824e+02,1.524217835689061157e-03,7.912888002482022287e+00,6.160700832694236247e-07,1.064934363264978647e+09
7.199999999999999456e-02,2.831000000000000000e+03,3.599999999999999901e-03,7.182475389720524746e-03,6.782980396183014848e-01,2.275117696956964721e+02,6.851846639592864108e+00,2.804674321402495993e-02,1.504031176261909873e-02,9.563197045553782893e-08,3.728330961306805015e+08
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,2.446212325778979874e-03,2.989448212103685165e+01,1.102928042019649553e+02,3.880147025513597470e+00,7.241245000448387481e-01,5.164744498347875051e-02,1.441269397475438714e-09,9.581678464411879778e+08
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,5.751176472916851934e-04,1.726419125065347115e+00,4.168496996045872152e+02,4.693855321580497275e+01,3.735839280941340990e-01,7.033586930194092313e-01,9.205442802374801367e-08,2.907817406068584695e+07
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,4.778553205216312205e-04,8.627906565315933918e+00,9.125900025483267086e+01,1.731312498622343155e+00,9.014990858146799567e-04,1.497313344000009983e-01,3.239171999896551458e-09,3.424527828257536011e+11
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,9.072636211040790337e-04,8.828786573867875020e-01,5.145348852667303845e+02,6.076020233493503042e+01,3.483632669009012646e-03,4.670466406932132775e-01,2.146649624955321326e-07,1.337231137013144493e+09
5.000000000000000000e-01,3.849000000000000000e+03,2.500000000000000139e-02,9.277737048881068774e-04,2.925735271205729404e+00,2.405858519281973145e+02,1.348912540204582733e+01,9.097735325908151705e-01,2.171492088068950888e-01,2.813197093517848172e-08,3.907208093755611777e+07
8.999999999999998279e-02,2.861000000000000000e+03,4.499999999999999660e-03,9.231353989458051384e-03,5.622068278473227876e-01,2.745149474036858805e+02,1.005455825309914886e+01,4.919192694037816116e-02,1.423149093506019189e-02,1.416918204489695801e-07,1.434700946603331864e+08
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,2.532828633547055085e-04,5.422891983266278970e+00,1.070397034241258751e+02,2.340546965030825710e+00,4.991500360772258699e-03,3.600925837822157027e-01,6.106141969271888800e-09,3.280968007497580719e+10
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,1.790247887130669020e-04,5.023411054124214958e-01,6.483811512739690670e+02,8.609095212439279976e+01,4.593439702807819436e-02,2.677989930017070197e+00,4.678629378479365413e-07,4.653110184004940093e+07
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,6.046317343652934072e-04,3.708906327107877132e+01,8.663666098833380147e+01,2.107206121879562133e+00,7.592525976363129203e-02,1.492692600708460104e-01,8.814524752822181578e-10,1.494220917817565155e+10
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,4.079820798535300878e-03,2.097987887119693529e+00,1.464104350196119242e+02,3.965032879293326484e+00,1.109044697150337738e-01,2.381520337240316393e-02,2.172999252207570283e-08,4.149458004050532579e+08
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,7.954404364318222280e-04,7.313123435935010797e+00,1.950988289695888511e+02,1.187860861101218823e+01,7.343036843447441064e-02,2.755633154221961423e-01,1.006730771199572748e-08,1.352729463805426836e+09
4.000000000000000083e-02,2.731000000000000000e+03,2.000000000000000042e-03,1.109437861886255518e-03,4.309619764416503074e+00,7.316432428982869851e+01,7.667870848354201296e-01,3.081637459211820640e-01,3.435120806036393026e-02,4.450812132288865453e-09,7.290867273541860580e+08
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,4.404934133440859272e-04,8.254944763619554982e-01,4.781749742778058589e+02,4.826925696743899152e+01,2.108285326905314503e-04,8.236190826038795043e-01,2.056231778259771321e-07,2.306739471608424759e+10
5.000000000000000000e-01,3.849000000000000000e+03,2.500000000000000139e-02,1.660991554982397015e-04,3.392607999488569614e+00,2.234193936308523973e+02,1.184500231124144420e+01,4.236739213527244696e-01,1.229803887186415201e+00,2.252953242042528342e-08,1.047649690725412071e+08
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,6.932079641690848957e-04,1.369518241126520408e+01,6.243481449012200102e+01,8.468178418910629057e-01,1.799618565700526740e-04,7.385302872065672986e-02,1.416405626771388798e-09,3.923122703277563965e+12
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,4.705317791582237785e-03,3.706762308658464633e+01,6.324778681382554169e+01,8.435284533988706146e-01,3.807050883111732153e-04,1.017684218724457593e-02,5.579632394801494140e-10,4.707666960572807617e+12
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,7.823234212545309568e-03,4.819745191255607963e+00,2.584069925119065374e+02,2.081738708393115900e+01,4.862611973596709519e-02,3.693667962881581890e-02,2.061209824991688019e-08,9.977188579961756468e+08
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,1.280849204400939453e-03,4.699425964261438327e-01,6.337551608400905252e+02,7.811161405712891792e+01,2.811288944062298608e-04,3.451972145596237662e-01,4.787139751729055201e-07,7.430506343024515152e+09
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,5.018904201130036484e-03,3.361592585592088511e+01,9.100152274752841208e+01,2.394333143294688160e+00,2.076358722730567224e-04,1.881153640415860959e-02,1.021527548558568436e-09,4.714629074885053711e+12
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,6.927340908929340469e-05,7.476434190238252508e-01,6.101802065245695985e+02,8.756469298946325353e+01,1.016428413360207167e-03,7.840415444475810958e+00,3.079824196155705229e-07,3.194458691467590809e+09
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,8.920351507641475380e-05,2.061511329665116410e+00,3.367228125313336591e+02,2.927861137839738959e+01,1.954037905023037517e-04,3.929714343386155218e+00,6.016363994582360031e-08,8.506147561727923584e+10
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,5.169052192597651954e-04,7.042867558071985723e-01,4.184433422367956723e+02,2.764631314851074251e+01,4.122276072078614149e-03,4.593319414419523294e-01,1.845032599544126186e-07,1.314797538986999512e+09
8.000000000000000167e-02,2.836000000000000000e+03,4.000000000000000083e-03,1.685216276482828400e-03,1.705209081183278297e+00,1.514000586187124497e+02,3.450362491368712092e+00,2.187494427595826265e-03,4.857219162062904189e-02,2.528984905235921092e-08,1.807618624840814590e+10
2.000000000000000042e-02,2.594000000000000000e+03,1.000000000000000021e-03,3.981331058174078464e-04,6.895619319049676177e-01,1.463541771341760693e+02,1.876682914222025600e+00,3.011184568320294241e-01,1.187039640647021416e-01,4.917255561288342765e-08,6.753670117484968901e+07
8.999999999999998279e-02,2.861000000000000000e+03,4.499999999999999660e-03,1.312860446623279921e-03,1.896101807897582248e+01,4.729337266610512813e+01,4.188915807133108959e-01,4.352864997596752605e-01,2.478170944796825176e-02,7.234299343343938926e-10,3.175618526327151299e+09
8.999999999999998279e-02,2.861000000000000000e+03,4.499999999999999660e-03,2.876924520536323134e-03,2.895169915960950302e+00,1.209711766308946750e+02,2.450468929637742210e+00,5.068517917906523174e-03,2.527373554211631221e-02,1.212489168668981155e-08,1.627200789135198021e+10
2.999999999999999889e-02,2.666000000000000000e+03,1.500000000000000031e-03,3.111174337702035902e-04,9.794965640596775547e-01,1.426488873016155310e+02,2.084513010851333004e+00,1.738462745108074539e-02,1.768116658411891529e-01,3.557328329549918749e-08,1.617002386047783136e+09
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,3.697249400717463985e-04,7.993664110861545824e-01,5.662420817383406302e+02,7.442465812209448472e+01,2.333913232383068098e-04,1.277699410658701407e+00,2.642835369461286522e-07,1.621232059767230797e+10
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,6.141504439841625248e-04,6.827450129663781286e-01,6.126970912610277082e+02,8.517100812459651138e+01,1.035342080472199944e-02,8.123736332501154678e-01,3.348121030389904853e-07,2.884795190618208647e+08
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,1.165967607386214850e-03,3.322049668151644397e+01,9.503045949456391384e+01,2.673690026881180071e+00,1.188528919392823208e-01,8.718478844208467360e-02,1.090573296688705128e-09,7.714990346514470100e+09
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,8.766234814348057222e-03,3.101497647840631533e+00,9.997724324760979187e+01,1.538006224718522219e+00,1.492728201418656788e-04,6.295159249372512915e-03,8.928657007043821696e-09,7.502968484650457764e+11
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,7.167679875025051049e-04,2.072223229583803228e+00,3.018045411478083224e+02,2.186049056630670506e+01,1.219021463495228025e-01,3.631552444236569865e-01,5.169975885356485705e-08,1.586719394769044816e+08
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,1.686385262505432419e-03,2.726844027092569345e+00,1.749539851204312129e+02,5.738313875476528381e+00,7.579711230891394980e-02,6.983270288100257295e-02,1.977389622651551500e-08,6.671985426371295452e+08
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,3.852574014937590980e-04,4.950793362959955979e-01,8.319156301053592415e+02,1.618822824261107485e+02,6.826066475482266832e-03,1.813245678971175279e+00,6.516691695364023689e-07,2.248031082124685645e+08
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,4.563235735876251982e-03,9.060367347864077203e+01,6.336213998749909848e+01,6.582779193779542126e-01,6.032863461954044576e-02,8.174854158511296598e-03,2.731574233052342299e-10,6.068250443777155304e+10
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,1.664118208187488699e-04,2.010511944382940541e+01,1.344885615473871496e+02,6.117555694732771165e+00,2.550406185265390122e-03,1.272229540655797519e+00,2.613194469669568650e-09,1.500440978385209045e+11
7.199999999999999456e-02,2.831000000000000000e+03,3.599999999999999901e-03,2.807082983688434768e-03,2.661508625434448660e+00,1.148566233253946933e+02,2.110010538285096438e+00,1.245630762621029175e-02,2.349397496651979902e-02,1.230388122950766894e-08,6.524820139535795212e+09
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,2.072988389129714725e-04,8.428001668177333983e+00,2.016299452340066694e+02,1.353367112404817973e+01,9.418647000830675242e-02,1.227086298117788798e+00,9.277959144019272227e-09,1.144350395020340681e+09
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,9.932000167946474292e-03,9.539194433493874969e-01,3.942021845554754123e+02,2.843107056133888477e+01,4.517561637454101109e-02,2.604670533764648008e-02,1.351543857906387781e-07,1.637818491044208109e+08
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,8.647801191536523286e-04,2.357941202245597623e+01,1.241862284688998841e+02,5.127266040503108080e+00,7.703468781944770860e-03,1.725807192171501248e-01,2.057464070316007997e-09,6.309303415869385529e+10
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,2.375829365344760396e-03,6.591311415377200333e+00,1.044085320689074763e+02,2.221771755076222377e+00,8.673440704783055843e-03,3.217267969346887524e-02,4.851035057515105752e-09,2.376698942730036163e+10
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,1.315219776479100268e-03,6.123374946106541206e-01,6.742329051843559000e+02,1.038580627140363646e+02,2.669645947486365412e-03,4.201396474363116584e-01,4.155099418288937804e-07,9.014982999924253225e+08
2.999999999999999889e-02,2.666000000000000000e+03,1.500000000000000031e-03,4.682431804921289697e-04,5.027031798628180503e+00,6.297678049705316283e+01,5.011526256136412671e-01,8.435250246256394135e-02,6.888276306648991043e-02,3.059573408680371166e-09,3.874727375056953430e+09
